day,hour,minute,temperature_C,power_W,pmv
209,1,35,24.85,0.0,0.42
209,1,45,24.83,0.0,0.42
209,1,55,24.82,0.0,0.41
209,1,65,24.8,0.0,0.4
209,2,15,24.79,0.0,0.4
209,2,20,24.78,0.0,0.39
209,2,30,24.77,0.0,0.38
209,2,40,24.76,0.0,0.38
209,2,50,24.75,0.0,0.37
209,2,60,24.74,0.0,0.37
209,3,10,24.73,0.0,0.36
209,3,20,24.72,0.0,0.36
209,3,30,24.71,0.0,0.35
209,3,40,24.7,0.0,0.35
209,3,50,24.69,0.0,0.35
209,3,60,24.68,0.0,0.34
209,4,10,24.68,0.0,0.34
209,4,20,24.68,0.0,0.34
209,4,30,24.68,0.0,0.34
209,4,40,24.68,0.0,0.34
209,4,50,24.67,0.0,0.34
209,4,60,24.67,0.0,0.34
209,5,13,24.02,2886472.48,0.01
209,5,20,24.0,2577986.37,-0.0
209,5,30,24.0,2497018.98,-0.0
209,5,40,24.0,2464112.58,-0.0
209,5,50,24.0,2443929.79,-0.0
209,5,65,24.0,2434168.16,-0.0
209,6,15,24.0,2293567.69,-0.0
209,6,23,24.0,2342388.03,-0.0
209,6,33,24.0,2394938.0,-0.0
209,6,43,24.0,2432783.82,-0.0
209,6,53,24.0,2459931.68,-0.0
209,6,63,24.0,2490353.93,-0.0
209,7,13,24.0,2669948.5,-0.0
209,7,23,24.0,2714118.85,-0.0
209,7,33,24.0,2753422.63,-0.0
209,7,43,24.0,2791888.51,-0.0
209,7,53,24.0,2824898.92,-0.0
209,7,63,24.0,2861358.27,-0.0
209,8,15,24.0,2875711.73,-0.0
209,8,25,24.0,2891192.71,-0.0
209,8,35,24.0,2903630.8,-0.0
209,8,45,24.0,2925076.81,-0.0
209,8,55,24.0,2951467.59,-0.0
209,8,65,24.0,2977374.16,-0.0
209,9,13,24.0,3036725.35,-0.0
209,9,23,24.0,3096417.25,-0.0
209,9,33,24.0,3160313.33,-0.0
209,9,43,24.0,3221432.81,-0.0
209,9,53,24.0,3281423.31,-0.0
209,9,62,24.0,3341532.03,-0.0
209,10,12,24.0,3381623.49,-0.0
209,10,23,24.0,3420177.89,-0.0
209,10,33,24.0,3456910.45,-0.0
209,10,43,24.0,3502264.78,-0.0
209,10,53,24.0,3549569.78,-0.0
209,10,63,24.0,3599131.22,-0.0
209,11,13,24.0,3439869.48,-0.0
209,11,23,24.0,3460471.43,-0.0
209,11,32,24.0,3490553.15,-0.0
209,11,42,24.0,3509552.61,-0.0
209,11,53,24.0,3525956.69,-0.0
209,11,63,24.0,3540674.4,-0.0
209,12,15,24.0,3544359.83,-0.0
209,12,25,24.0,3550465.3,-0.0
209,12,35,24.0,3557785.66,-0.0
209,12,40,24.0,3561007.71,-0.0
209,12,50,24.0,3560990.63,-0.0
209,12,65,24.0,3560309.85,-0.0
209,13,15,24.0,3548905.0,-0.0
209,13,23,24.0,3532288.05,-0.0
209,13,33,24.0,3513734.81,-0.0
209,13,43,24.0,3508040.66,-0.0
209,13,55,24.0,3506778.44,-0.0
209,13,60,24.0,3507519.92,-0.0
209,14,10,24.0,3500999.27,-0.0
209,14,20,24.0,3497188.05,-0.0
209,14,30,24.0,3495993.87,-0.0
209,14,40,24.0,3488001.73,-0.0
209,14,50,24.0,3478679.88,-0.0
209,14,60,24.0,3470966.81,-0.0
209,15,10,24.0,3406323.41,-0.0
209,15,20,24.0,3341093.22,-0.0
209,15,35,24.0,3275638.08,-0.0
209,15,45,24.0,3213817.23,-0.0
209,15,55,24.0,3147089.11,-0.0
209,15,63,24.0,3078861.86,-0.0
209,16,13,24.0,3004382.0,-0.0
209,16,23,24.0,3001391.77,-0.0
209,16,33,24.0,3003271.14,-0.0
209,16,43,24.0,3003931.87,-0.0
209,16,53,24.0,3004083.96,-0.0
209,16,63,24.0,3003153.01,-0.0
209,17,12,24.34,0.0,0.17
209,17,23,24.69,0.0,0.35
209,17,33,24.85,0.0,0.42
209,17,43,24.92,0.0,0.46
209,17,53,24.97,0.0,0.48
209,17,63,25.0,0.0,0.5
209,18,13,25.02,0.0,0.51
209,18,23,25.04,0.0,0.52
209,18,33,25.06,0.0,0.53
209,18,43,25.07,0.0,0.54
209,18,53,25.08,0.0,0.54
209,18,63,25.09,0.0,0.54
209,19,13,25.08,0.0,0.54
209,19,23,25.06,0.0,0.53
209,19,33,25.04,0.0,0.52
209,19,43,25.0,0.0,0.5
209,19,53,24.96,0.0,0.48
209,19,63,24.93,0.0,0.46
209,20,15,24.9,0.0,0.45
209,20,25,24.88,0.0,0.44
209,20,35,24.87,0.0,0.43
209,20,45,24.86,0.0,0.43
209,20,55,24.85,0.0,0.42
209,20,65,24.84,0.0,0.42
209,21,15,24.83,0.0,0.41
209,21,25,24.82,0.0,0.41
209,21,35,24.81,0.0,0.4
209,21,45,24.8,0.0,0.4
209,21,50,24.78,0.0,0.39
209,21,60,24.77,0.0,0.39
209,22,10,24.76,0.0,0.38
209,22,20,24.73,0.0,0.37
209,22,30,24.71,0.0,0.35
209,22,40,24.68,0.0,0.34
209,22,50,24.65,0.0,0.32
209,22,60,24.62,0.0,0.31
209,23,10,24.6,0.0,0.3
209,23,20,24.59,0.0,0.29
209,23,30,24.58,0.0,0.29
209,23,40,24.57,0.0,0.29
209,23,50,24.57,0.0,0.28
209,23,60,24.56,0.0,0.28
210,0,10,24.56,0.0,0.28
210,0,20,24.56,0.0,0.28
210,0,30,24.57,0.0,0.28
210,0,40,24.57,0.0,0.29
210,0,50,24.58,0.0,0.29
210,0,60,24.58,0.0,0.29
210,1,10,24.58,0.0,0.29
210,1,20,24.58,0.0,0.29
210,1,30,24.58,0.0,0.29
210,1,40,24.57,0.0,0.29
210,1,50,24.57,0.0,0.29
210,1,60,24.57,0.0,0.28
210,2,10,24.56,0.0,0.28
210,2,20,24.56,0.0,0.28
210,2,30,24.55,0.0,0.28
210,2,40,24.55,0.0,0.27
210,2,50,24.54,0.0,0.27
210,2,60,24.54,0.0,0.27
210,3,10,24.53,0.0,0.27
210,3,20,24.53,0.0,0.26
210,3,30,24.52,0.0,0.26
210,3,40,24.52,0.0,0.26
210,3,50,24.51,0.0,0.25
210,3,60,24.5,0.0,0.25
210,4,10,24.5,0.0,0.25
210,4,20,24.49,0.0,0.25
210,4,30,24.49,0.0,0.24
210,4,40,24.48,0.0,0.24
210,4,50,24.47,0.0,0.24
210,4,60,24.47,0.0,0.23
210,5,10,24.47,0.0,0.24
210,5,20,24.49,0.0,0.24
210,5,30,24.5,0.0,0.25
210,5,40,24.52,0.0,0.26
210,5,55,24.54,0.0,0.27
210,5,65,24.57,0.0,0.29
210,6,15,24.6,0.0,0.3
210,6,25,24.63,0.0,0.32
210,6,33,24.66,0.0,0.33
210,6,43,24.69,0.0,0.35
210,6,53,24.72,0.0,0.36
210,6,63,24.75,83534.78,0.37
210,7,13,24.77,437110.6,0.38
210,7,23,24.79,392962.08,0.39
210,7,33,24.8,0.0,0.4
210,7,43,24.82,448587.16,0.41
210,7,53,24.84,413935.38,0.42
210,7,62,24.85,416237.24,0.43
210,8,12,24.87,0.0,0.44
210,8,23,24.89,454169.21,0.45
210,8,32,24.91,432224.74,0.45
210,8,42,24.93,425156.26,0.46
210,8,53,24.95,0.0,0.47
210,8,62,24.97,445875.23,0.48
210,9,13,24.98,403823.94,0.49
210,9,23,25.0,390689.67,0.5
210,9,33,25.01,0.0,0.5
210,9,43,25.02,406542.45,0.51
210,9,53,25.03,379019.18,0.52
210,9,62,25.04,373943.55,0.52
210,10,12,25.06,0.0,0.53
210,10,23,25.07,291163.47,0.54
210,10,32,25.09,364622.76,0.54
210,10,42,25.11,351794.11,0.55
210,10,53,25.13,0.0,0.56
210,10,63,25.14,0.0,0.57
210,11,13,25.16,0.0,0.58
210,11,23,25.17,0.0,0.59
210,11,33,25.19,0.0,0.59
210,11,43,25.2,0.0,0.6
210,11,53,25.22,0.0,0.61
210,11,63,25.23,0.0,0.62
210,12,13,25.25,0.0,0.62
210,12,25,25.27,0.0,0.63
210,12,35,25.28,0.0,0.64
210,12,45,25.3,0.0,0.65
210,12,55,25.31,0.0,0.66
210,12,65,25.33,0.0,0.66
210,13,10,25.35,0.0,0.67
210,13,20,25.36,0.0,0.68
210,13,30,25.38,0.0,0.69
210,13,40,25.39,0.0,0.7
210,13,50,25.41,0.0,0.71
210,13,60,25.43,0.0,0.72
210,14,15,25.44,435960.49,0.72
210,14,20,25.46,404874.01,0.73
210,14,35,25.47,413210.73,0.73
210,14,43,25.48,0.0,0.74
210,14,53,25.49,492272.65,0.75
210,14,63,25.51,452823.7,0.75
210,15,13,25.52,457899.71,0.76
210,15,23,25.53,0.0,0.76
210,15,33,25.53,516950.61,0.77
210,15,43,25.54,482808.89,0.77
210,15,53,25.55,482114.9,0.77
210,15,62,25.55,0.0,0.78
210,16,13,25.56,524666.99,0.78
210,16,23,25.56,497832.98,0.78
210,16,33,25.57,492960.17,0.79
210,16,42,25.58,0.0,0.79
210,16,53,25.58,530696.63,0.79
210,16,63,25.59,491392.13,0.79
210,17,13,25.59,479605.22,0.8
210,17,22,25.6,0.0,0.8
210,17,33,25.6,505620.9,0.8
210,17,43,25.61,464618.13,0.8
210,17,53,25.61,449479.94,0.81
210,17,63,25.62,0.0,0.81
210,18,13,25.61,453579.82,0.81
210,18,23,25.61,410215.23,0.8
210,18,33,25.59,391314.14,0.8
210,18,43,25.57,0.0,0.79
210,18,53,25.55,386841.24,0.78
210,18,63,25.53,355563.32,0.76
210,19,13,25.5,336109.18,0.75
210,19,23,25.48,0.0,0.74
210,19,33,25.46,0.0,0.73
210,19,43,25.43,0.0,0.72
210,19,53,25.41,0.0,0.7
210,19,63,25.39,0.0,0.69
210,20,15,25.36,0.0,0.68
210,20,25,25.34,0.0,0.67
210,20,35,25.33,0.0,0.66
210,20,45,25.31,0.0,0.65
210,20,55,25.29,0.0,0.64
210,20,65,25.27,0.0,0.63
210,21,15,25.25,0.0,0.63
210,21,25,25.24,0.0,0.62
210,21,35,25.22,0.0,0.61
210,21,45,25.21,0.0,0.61
210,21,50,25.19,0.0,0.6
210,21,60,25.18,0.0,0.59
210,22,10,25.15,0.0,0.58
210,22,20,25.11,0.0,0.56
210,22,35,25.08,0.0,0.54
210,22,45,25.03,0.0,0.52
210,22,55,24.99,0.0,0.5
210,22,65,24.95,0.0,0.47
210,23,15,24.97,0.0,0.49
210,23,25,24.99,0.0,0.5
210,23,35,24.99,0.0,0.5
210,23,45,24.99,0.0,0.49
210,23,50,24.98,0.0,0.49
210,23,60,24.97,0.0,0.48
211,0,10,24.96,0.0,0.48
211,0,20,24.96,0.0,0.48
211,0,30,24.95,0.0,0.48
211,0,40,24.94,0.0,0.47
211,0,50,24.94,0.0,0.47
211,0,60,24.93,0.0,0.47
211,1,10,24.93,0.0,0.46
211,1,20,24.92,0.0,0.46
211,1,30,24.91,0.0,0.46
211,1,40,24.91,0.0,0.45
211,1,50,24.9,0.0,0.45
211,1,60,24.89,0.0,0.45
211,2,10,24.87,0.0,0.43
211,2,20,24.84,0.0,0.42
211,2,30,24.8,0.0,0.4
211,2,40,24.77,0.0,0.38
211,2,50,24.73,0.0,0.37
211,2,60,24.69,0.0,0.35
211,3,10,24.67,0.0,0.34
211,3,20,24.66,0.0,0.33
211,3,30,24.65,0.0,0.32
211,3,40,24.64,0.0,0.32
211,3,50,24.63,0.0,0.32
211,3,60,24.63,0.0,0.31
211,4,10,24.62,0.0,0.31
211,4,20,24.61,0.0,0.31
211,4,30,24.6,0.0,0.3
211,4,40,24.59,0.0,0.29
211,4,50,24.57,0.0,0.29
211,4,60,24.56,0.0,0.28
211,5,13,24.02,2442182.19,0.01
211,5,20,24.0,2226972.22,-0.0
211,5,30,24.0,2183491.38,-0.0
211,5,45,24.0,2158471.62,-0.0
211,5,55,24.0,2143740.27,-0.0
211,5,65,24.0,2132882.39,-0.0
211,6,13,24.0,1904255.8,-0.0
211,6,23,24.0,1959021.1,-0.0
211,6,33,24.0,2011273.8,-0.0
211,6,43,24.0,2065475.44,0.0
211,6,53,24.0,2121056.93,-0.0
211,6,63,24.0,2178434.79,-0.0
211,7,13,24.0,2765772.22,-0.0
211,7,23,24.0,2893831.58,-0.0
211,7,32,24.0,2990035.15,-0.0
211,7,42,24.0,3078823.43,-0.0
211,7,53,24.0,3158116.46,-0.0
211,7,62,24.0,3236998.45,-0.0
211,8,12,24.0,3277671.67,-0.0
211,8,23,24.0,3314440.78,-0.0
211,8,32,24.0,3347279.67,-0.0
211,8,42,24.0,3384313.61,-0.0
211,8,53,24.0,3417279.78,-0.0
211,8,62,24.0,3451480.47,-0.0
211,9,12,24.0,3495168.87,-0.0
211,9,22,24.0,3539130.39,-0.0
211,9,32,24.0,3582924.6,-0.0
211,9,42,24.0,3625352.21,-0.0
211,9,53,24.0,3664880.19,-0.0
211,9,62,24.0,3703058.73,-0.0
211,10,12,24.0,3749398.74,-0.0
211,10,23,24.0,3795573.85,-0.0
211,10,32,24.0,3839900.45,-0.0
211,10,42,24.0,3880063.42,-0.0
211,10,53,24.0,3918607.44,-0.0
211,10,62,24.0,3958281.83,-0.0
211,11,12,24.0,3826544.9,-0.0
211,11,23,24.0,3852068.93,-0.0
211,11,33,24.0,3881488.5,-0.0
211,11,43,24.0,3910087.94,-0.0
211,11,55,24.0,3939811.56,-0.0
211,11,65,24.0,3969838.07,-0.0
211,12,10,24.0,4121868.2,-0.0
211,12,20,24.0,4119812.41,-0.0
211,12,30,24.0,4111121.82,-0.0
211,12,40,24.0,4106137.2,-0.0
211,12,55,24.0,4100102.79,-0.0
211,12,65,24.0,4094491.73,-0.0
211,13,15,24.0,4090760.86,-0.0
211,13,20,24.0,4085668.57,-0.0
211,13,30,24.0,4079958.9,-0.0
211,13,40,24.0,4067371.79,-0.0
211,13,50,24.0,4051867.13,-0.0
211,13,60,24.0,4035957.71,-0.0
211,14,10,24.0,4042330.06,-0.0
211,14,20,24.0,4047656.91,-0.0
211,14,30,24.0,4051944.56,-0.0
211,14,40,24.0,4053153.62,-0.0
211,14,50,24.0,4053129.25,-0.0
211,14,65,24.0,4049740.21,-0.0
211,15,15,24.0,4046282.33,-0.0
211,15,23,24.0,4050260.05,-0.0
211,15,33,24.0,4058112.52,-0.0
211,15,43,24.0,4066090.59,-0.0
211,15,53,24.0,4075151.17,-0.0
211,15,63,24.0,4084763.78,-0.0
211,16,13,24.0,3621259.94,-0.0
211,16,23,24.0,3552443.4,-0.0
211,16,33,24.0,3505822.93,-0.0
211,16,43,24.0,3463769.73,-0.0
211,16,53,24.0,3430114.24,-0.0
211,16,63,24.0,3400282.94,-0.0
211,17,13,24.0,3221422.09,-0.0
211,17,23,24.0,3168304.62,-0.0
211,17,33,24.0,3126822.28,-0.0
211,17,43,24.0,3090127.12,-0.0
211,17,53,24.0,3056785.4,-0.0
211,17,63,24.0,3025405.13,-0.0
211,18,13,24.0,2976799.96,-0.0
211,18,23,24.0,2933684.29,-0.0
211,18,33,24.0,2888098.51,-0.0
211,18,43,24.0,2843167.04,-0.0
211,18,53,24.0,2795281.16,-0.0
211,18,63,24.0,2746420.23,-0.0
211,19,13,24.0,2668406.81,-0.0
211,19,23,24.0,2631680.85,-0.0
211,19,33,24.0,2604482.29,-0.0
211,19,45,24.0,2581160.01,0.0
211,19,55,24.0,2561821.0,-0.0
211,19,65,24.0,2544901.93,0.0
211,20,15,24.0,2525377.4,-0.0
211,20,25,24.0,2505586.85,0.0
211,20,35,24.0,2486832.8,-0.0
211,20,45,24.0,2468449.56,-0.0
211,20,55,24.0,2449993.66,-0.0
211,20,65,24.0,2431346.91,-0.0
211,21,13,24.45,0.0,0.22
211,21,25,24.86,0.0,0.43
211,21,30,25.07,0.0,0.54
211,21,40,25.15,0.0,0.57
211,21,50,25.19,0.0,0.59
211,21,60,25.22,0.0,0.61
211,22,10,25.22,0.0,0.61
211,22,20,25.22,0.0,0.61
211,22,30,25.21,0.0,0.6
211,22,40,25.2,0.0,0.6
211,22,50,25.19,0.0,0.59
211,22,60,25.17,0.0,0.59
211,23,10,25.15,0.0,0.58
211,23,20,25.14,0.0,0.57
211,23,30,25.13,0.0,0.57
211,23,40,25.13,0.0,0.56
211,23,50,25.12,0.0,0.56
211,23,60,25.12,0.0,0.56
212,0,10,25.1,0.0,0.55
212,0,25,25.07,0.0,0.54
212,0,35,25.04,0.0,0.52
212,0,45,25.01,0.0,0.5
212,0,55,24.97,0.0,0.49
212,0,65,24.93,0.0,0.47
212,1,10,24.92,0.0,0.46
212,1,20,24.92,0.0,0.46
212,1,30,24.94,0.0,0.47
212,1,40,24.95,0.0,0.48
212,1,50,24.97,0.0,0.49
212,1,60,25.0,0.0,0.5
212,2,10,25.01,0.0,0.5
212,2,20,25.01,0.0,0.5
212,2,30,25.01,0.0,0.5
212,2,40,25.01,0.0,0.5
212,2,50,25.01,0.0,0.5
212,2,60,25.0,0.0,0.5
212,3,10,25.0,0.0,0.5
212,3,20,24.99,0.0,0.49
212,3,30,24.98,0.0,0.49
212,3,40,24.97,0.0,0.48
212,3,50,24.96,0.0,0.48
212,3,60,24.94,0.0,0.47
212,4,10,24.93,0.0,0.47
212,4,20,24.91,0.0,0.46
212,4,30,24.89,0.0,0.45
212,4,40,24.86,0.0,0.43
212,4,50,24.83,0.0,0.42
212,4,60,24.8,0.0,0.4
212,5,13,24.03,2648706.35,0.01
212,5,20,24.0,2393896.78,-0.0
212,5,30,24.0,2347808.13,-0.0
212,5,45,24.0,2327921.41,-0.0
212,5,55,24.0,2327038.99,-0.0
212,5,65,24.0,2330620.77,-0.0
212,6,13,24.0,2326695.98,-0.0
212,6,23,24.0,2379351.72,-0.0
212,6,33,24.0,2428389.89,-0.0
212,6,43,24.0,2480076.17,-0.0
212,6,53,24.0,2528280.79,-0.0
212,6,63,24.0,2576503.96,-0.0
212,7,13,24.0,3175918.75,-0.0
212,7,23,24.0,3273453.44,-0.0
212,7,33,24.0,3343097.88,-0.0
212,7,43,24.0,3398747.98,-0.0
212,7,52,24.0,3446524.74,-0.0
212,7,62,24.0,3490001.81,-0.0
212,8,12,24.0,3561721.58,-0.0
212,8,22,24.0,3631072.23,-0.0
212,8,32,24.0,3698184.57,-0.0
212,8,42,24.0,3761313.17,-0.0
212,8,52,24.0,3822105.94,-0.0
212,8,62,24.0,3882815.95,-0.0
212,9,12,24.0,3928250.59,-0.0
212,9,22,24.0,3972546.97,-0.0
212,9,32,24.0,4015874.52,-0.0
212,9,42,24.0,4056738.43,-0.0
212,9,53,24.0,4096164.29,-0.0
212,9,62,24.0,4134481.44,-0.0
212,10,13,24.0,4155886.18,-0.0
212,10,23,24.0,4174963.99,-0.0
212,10,33,24.0,4191753.83,-0.0
212,10,43,24.0,4205842.74,-0.0
212,10,53,24.0,4218482.75,-0.0
212,10,65,24.0,4233642.97,-0.0
212,11,15,24.0,4092515.13,-0.0
212,11,25,24.0,4115551.86,-0.0
212,11,33,24.0,4144623.01,-0.0
212,11,43,24.0,4177564.48,-0.0
212,11,55,24.0,4213149.28,-0.0
212,11,65,24.0,4250908.18,-0.0
212,12,15,24.0,4481564.09,-0.0
212,12,25,24.0,4552111.68,-0.0
212,12,30,24.0,4619697.85,-0.0
212,12,40,24.0,4685081.56,-0.0
212,12,50,24.0,4751489.63,-0.0
212,12,65,24.0,4825417.3,-0.0
212,13,15,24.0,4830094.47,-0.0
212,13,25,24.0,4825506.79,-0.0
212,13,33,24.0,4814445.05,-0.0
212,13,43,24.0,4800502.39,-0.0
212,13,53,24.0,4783232.41,-0.0
212,13,65,24.0,4764549.87,-0.0
212,14,13,24.0,4705149.88,-0.0
212,14,23,24.0,4649084.49,-0.0
212,14,33,24.0,4594042.4,-0.0
212,14,43,24.0,4530610.08,-0.0
212,14,53,24.0,4464078.69,-0.0
212,14,62,24.0,4393080.81,-0.0
212,15,12,24.0,4409769.03,-0.0
212,15,23,24.0,4428410.53,-0.0
212,15,33,24.0,4445773.01,-0.0
212,15,43,24.0,4467986.87,-0.0
212,15,53,24.0,4491712.93,-0.0
212,15,63,24.0,4515843.3,-0.0
212,16,13,24.0,3944414.65,-0.0
212,16,23,24.0,3821007.37,-0.0
212,16,33,24.0,3728934.72,-0.0
212,16,43,24.0,3644842.7,-0.0
212,16,53,24.0,3566195.43,-0.0
212,16,63,24.0,3491290.36,-0.0
212,17,13,24.0,3303103.27,-0.0
212,17,23,24.0,3252646.08,-0.0
212,17,33,24.0,3211776.61,-0.0
212,17,43,24.0,3173608.85,-0.0
212,17,53,24.0,3136838.72,-0.0
212,17,63,24.0,3100906.25,-0.0
212,18,13,24.0,3049713.49,-0.0
212,18,23,24.0,2999973.89,-0.0
212,18,33,24.0,2952812.89,-0.0
212,18,43,24.0,2912425.47,-0.0
212,18,53,24.0,2875451.7,-0.0
212,18,63,24.0,2840666.39,-0.0
212,19,13,24.0,2777297.22,-0.0
212,19,25,24.0,2744890.57,-0.0
212,19,35,24.0,2716873.49,-0.0
212,19,45,24.0,2690717.77,-0.0
212,19,55,24.0,2665918.67,-0.0
212,19,65,24.0,2642168.07,-0.0
212,20,15,24.0,2612274.09,-0.0
212,20,25,24.0,2582619.71,-0.0
212,20,35,24.0,2554749.67,-0.0
212,20,45,24.0,2527847.1,-0.0
212,20,55,24.0,2501365.17,-0.0
212,20,65,24.0,2475228.58,-0.0
212,21,13,24.46,0.0,0.23
212,21,25,24.87,0.0,0.44
212,21,30,25.08,0.0,0.54
212,21,40,25.15,0.0,0.57
212,21,50,25.19,0.0,0.59
212,21,60,25.21,0.0,0.61
212,22,10,25.22,0.0,0.61
212,22,20,25.23,0.0,0.61
212,22,30,25.23,0.0,0.62
212,22,40,25.23,0.0,0.62
212,22,50,25.23,0.0,0.62
212,22,60,25.23,0.0,0.62
212,23,10,25.21,0.0,0.61
212,23,20,25.2,0.0,0.6
212,23,30,25.19,0.0,0.6
212,23,40,25.18,0.0,0.59
212,23,50,25.17,0.0,0.59
212,23,60,25.16,0.0,0.58
