day,hour,minute,temperature_C,power_W,pmv
204,5,25,24.0,2573455.06,0.0
204,5,35,24.0,2497355.9,0.0
204,5,45,24.0,2461738.95,-0.0
204,5,55,24.0,2436520.33,-0.0
204,5,63,24.0,2416388.07,-0.0
204,6,13,24.0,2346297.08,-0.0
204,6,23,24.0,2440693.28,-0.0
204,6,33,24.0,2534199.53,-0.0
204,6,42,24.0,2638966.6,-0.0
204,6,52,24.0,2743688.93,-0.0
204,6,62,24.0,2853509.04,-0.0
204,7,12,24.0,3529721.7,-0.0
204,7,22,24.0,3670096.49,-0.0
204,7,32,24.0,3771363.44,-0.0
204,7,42,24.0,3859165.91,-0.0
204,7,52,24.0,3938788.31,-0.0
204,7,62,24.0,4012939.36,-0.0
204,8,12,24.0,4061373.4,-0.0
204,8,22,24.0,4108305.42,-0.0
204,8,32,24.0,4147154.26,-0.0
204,8,42,24.0,4177291.17,-0.0
204,8,52,24.0,4206850.26,-0.0
204,8,62,24.0,4232158.13,-0.0
204,9,12,24.0,4249822.74,-0.0
204,9,23,24.0,4268733.37,-0.0
204,9,32,24.0,4286640.85,-0.0
204,9,43,24.0,4301997.6,-0.0
204,9,53,24.0,4314728.33,-0.0
204,9,63,24.0,4326335.1,-0.0
204,10,15,24.0,4322724.95,-0.0
204,10,25,24.0,4319764.65,-0.0
204,10,35,24.0,4317895.68,-0.0
204,10,45,24.0,4319423.96,-0.0
204,10,55,24.0,4322270.85,-0.0
204,10,65,24.0,4328606.17,-0.0
204,11,15,24.0,4182234.47,-0.0
204,11,23,24.0,4192556.44,-0.0
204,11,33,24.0,4209966.44,-0.0
204,11,43,24.0,4225407.86,-0.0
204,11,53,24.0,4240513.53,-0.0
204,11,63,24.0,4255458.94,-0.0
204,12,13,24.0,4431545.55,-0.0
204,12,25,24.0,4449032.82,-0.0
204,12,35,24.0,4464299.1,-0.0
204,12,45,24.0,4476333.08,-0.0
204,12,50,24.0,4487099.32,-0.0
204,12,60,24.0,4501211.32,-0.0
204,13,10,24.0,4530170.05,-0.0
204,13,25,24.0,4558956.71,-0.0
204,13,35,24.0,4588118.79,-0.0
204,13,45,24.0,4617379.67,-0.0
204,13,55,24.0,4646429.17,-0.0
204,13,65,24.0,4675248.18,-0.0
204,14,13,24.0,4661473.13,-0.0
204,14,23,24.0,4642143.86,-0.0
204,14,33,24.0,4622473.92,-0.0
204,14,43,24.0,4603826.61,-0.0
204,14,53,24.0,4584697.23,-0.0
204,14,63,24.0,4566413.47,-0.0
204,15,15,24.0,4585737.82,-0.0
204,15,25,24.0,4610908.71,-0.0
204,15,35,24.0,4631458.27,-0.0
204,15,45,24.0,4651630.74,-0.0
204,15,55,24.0,4671463.98,-0.0
204,15,65,24.0,4690867.63,-0.0
204,16,15,24.0,4179293.82,-0.0
204,16,25,24.0,4109341.38,-0.0
204,16,35,24.0,4067579.39,-0.0
204,16,45,24.0,4022633.82,-0.0
204,16,55,24.0,3971983.5,-0.0
204,16,63,24.0,3927952.61,-0.0
204,17,13,24.0,3717536.46,-0.0
204,17,23,24.0,3646077.72,-0.0
204,17,33,24.0,3580031.54,-0.0
204,17,43,24.0,3525160.53,-0.0
204,17,53,24.0,3474624.19,-0.0
204,17,63,24.0,3426021.82,-0.0
204,18,13,24.0,3368839.23,-0.0
204,18,23,24.0,3312443.23,-0.0
204,18,33,24.0,3256983.0,-0.0
204,18,43,24.0,3207213.52,-0.0
204,18,53,24.0,3158573.93,-0.0
204,18,63,24.0,3109266.61,-0.0
204,19,13,24.0,3037043.83,-0.0
204,19,23,24.0,2982557.33,-0.0
204,19,33,24.0,2944439.57,-0.0
204,19,43,24.0,2911920.35,-0.0
204,19,53,24.0,2882320.98,-0.0
204,19,65,24.0,2854307.73,-0.0
204,20,15,24.0,2828782.45,-0.0
204,20,25,24.0,2803527.6,-0.0
204,20,35,24.0,2780101.05,-0.0
204,20,45,24.0,2757486.98,-0.0
204,20,55,24.0,2735521.17,-0.0
204,20,65,24.0,2714090.5,-0.0
204,21,13,24.5,0.0,0.25
204,21,25,24.96,0.0,0.48
204,21,30,25.2,0.0,0.6
204,21,40,25.28,0.0,0.64
204,21,50,25.34,0.0,0.67
204,21,60,25.38,0.0,0.69
204,22,10,25.4,0.0,0.7
204,22,20,25.41,0.0,0.71
204,22,30,25.42,0.0,0.71
204,22,40,25.43,0.0,0.72
204,22,50,25.44,0.0,0.72
204,22,60,25.45,0.0,0.72
204,23,10,25.44,0.0,0.72
204,23,20,25.43,0.0,0.71
204,23,30,25.42,0.0,0.71
204,23,40,25.41,0.0,0.71
204,23,50,25.41,0.0,0.7
204,23,60,25.4,0.0,0.7
205,0,10,25.39,0.0,0.7
205,0,20,25.39,0.0,0.69
205,0,30,25.38,0.0,0.69
205,0,40,25.38,0.0,0.69
205,0,50,25.37,0.0,0.69
205,0,60,25.37,0.0,0.68
205,1,10,25.37,0.0,0.68
205,1,20,25.36,0.0,0.68
205,1,30,25.36,0.0,0.68
205,1,40,25.36,0.0,0.68
205,1,50,25.36,0.0,0.68
205,1,60,25.36,0.0,0.68
205,2,10,25.36,0.0,0.68
205,2,20,25.35,0.0,0.67
205,2,30,25.34,0.0,0.67
205,2,40,25.33,0.0,0.67
205,2,50,25.32,0.0,0.66
205,2,60,25.31,0.0,0.65
205,3,10,25.31,0.0,0.65
205,3,20,25.31,0.0,0.65
205,3,30,25.31,0.0,0.66
205,3,40,25.32,0.0,0.66
205,3,50,25.32,0.0,0.66
205,3,60,25.33,0.0,0.66
205,4,10,25.34,0.0,0.67
205,4,20,25.35,0.0,0.67
205,4,30,25.35,0.0,0.67
205,4,40,25.35,0.0,0.68
205,4,50,25.35,0.0,0.68
205,4,60,25.35,0.0,0.68
205,5,15,24.1,3540896.74,0.05
205,5,20,24.0,3008357.19,0.0
205,5,30,24.0,2859570.54,0.0
205,5,40,24.0,2780805.39,-0.0
205,5,55,24.0,2720926.91,-0.0
205,5,65,24.0,2686231.94,-0.0
205,6,15,24.0,2769592.47,-0.0
205,6,23,24.0,2812521.31,-0.0
205,6,33,24.0,2862242.14,-0.0
205,6,43,24.0,2905253.3,-0.0
205,6,53,24.0,2947215.94,-0.0
205,6,63,24.0,2991773.76,-0.0
205,7,13,24.0,3663988.35,-0.0
205,7,23,24.0,3789595.41,-0.0
205,7,33,24.0,3875529.56,-0.0
205,7,43,24.0,3950427.92,-0.0
205,7,53,24.0,4018535.24,-0.0
205,7,62,24.0,4082214.02,-0.0
205,8,12,24.0,4114790.62,-0.0
205,8,23,24.0,4144630.11,-0.0
205,8,33,24.0,4170935.94,-0.0
205,8,43,24.0,4185107.96,-0.0
205,8,55,24.0,4200312.76,-0.0
205,8,65,24.0,4212568.04,-0.0
205,9,15,24.0,4240265.96,-0.0
205,9,25,24.0,4269184.56,-0.0
205,9,30,24.0,4297403.39,-0.0
205,9,45,24.0,4331359.53,-0.0
205,9,55,24.0,4367090.46,-0.0
205,9,65,24.0,4402971.74,-0.0
205,10,15,24.0,4414173.79,-0.0
205,10,25,24.0,4425865.91,-0.0
205,10,35,24.0,4436577.19,-0.0
205,10,45,24.0,4447840.91,-0.0
205,10,53,24.0,4458732.91,-0.0
205,10,63,24.0,4469066.66,-0.0
205,11,13,24.0,4335197.69,-0.0
205,11,23,24.0,4378842.33,-0.0
205,11,32,24.0,4428261.26,-0.0
205,11,42,24.0,4474216.92,-0.0
205,11,53,24.0,4520207.48,-0.0
205,11,65,24.0,4566560.53,-0.0
205,12,15,24.0,4775187.37,-0.0
205,12,20,24.0,4806263.0,-0.0
205,12,30,24.0,4828243.25,-0.0
205,12,40,24.0,4850340.5,-0.0
205,12,50,24.0,4870842.36,-0.0
205,12,60,24.0,4889586.24,-0.0
205,13,10,24.0,4935008.57,-0.0
205,13,20,24.0,4982991.24,-0.0
205,13,30,24.0,5035319.91,-0.0
205,13,40,24.0,5086972.93,-0.0
205,13,50,24.0,5141195.18,-0.0
205,13,60,24.0,5197102.5,-0.0
205,14,10,24.0,5227129.02,-0.0
205,14,20,24.0,5254268.54,-0.0
205,14,30,24.0,5279259.29,-0.0
205,14,40,24.0,5297962.02,-0.0
205,14,50,24.0,5313912.69,-0.0
205,14,60,24.0,5330534.2,-0.0
205,15,10,24.0,5300823.81,-0.0
205,15,25,24.0,5266593.76,-0.0
205,15,35,24.0,5231749.08,-0.0
205,15,45,24.0,5195895.15,-0.0
205,15,55,24.0,5158983.5,-0.0
205,15,65,24.0,5121137.99,-0.0
205,16,15,24.0,4574611.07,-0.0
205,16,23,24.0,4511393.1,-0.0
205,16,33,24.0,4480668.99,-0.0
205,16,43,24.0,4453875.93,-0.0
205,16,53,24.0,4431252.32,-0.0
205,16,63,24.0,4411016.25,-0.0
205,17,13,24.0,4204047.32,-0.0
205,17,23,24.0,4151762.52,-0.0
205,17,33,24.0,4112914.37,-0.0
205,17,43,24.0,4075036.41,-0.0
205,17,53,24.0,4029622.65,-0.0
205,17,63,24.0,3988828.98,-0.0
205,18,13,24.0,3934765.28,-0.0
205,18,23,24.0,3880266.81,-0.0
205,18,33,24.0,3826220.14,-0.0
205,18,43,24.0,3779336.8,-0.0
205,18,53,24.0,3727637.11,-0.0
205,18,63,24.0,3679298.18,-0.0
205,19,13,24.0,3596327.93,-0.0
205,19,23,24.0,3533077.71,-0.0
205,19,35,24.0,3489699.94,-0.0
205,19,45,24.0,3455002.15,-0.0
205,19,55,24.0,3423716.5,-0.0
205,19,65,24.0,3395082.1,-0.0
205,20,15,24.0,3377360.03,-0.0
205,20,25,24.0,3358491.73,-0.0
205,20,30,24.0,3340192.5,-0.0
205,20,40,24.0,3321846.45,-0.0
205,20,50,24.0,3303493.07,-0.0
205,20,60,24.0,3285139.12,-0.0
205,21,12,24.56,0.0,0.28
205,21,25,25.15,0.0,0.57
205,21,30,25.41,0.0,0.7
205,21,40,25.49,0.0,0.75
205,21,50,25.55,0.0,0.78
205,21,60,25.6,0.0,0.8
205,22,10,25.62,0.0,0.81
205,22,20,25.63,0.0,0.82
205,22,30,25.65,0.0,0.82
205,22,40,25.66,0.0,0.83
205,22,50,25.67,0.0,0.84
205,22,60,25.68,0.0,0.84
205,23,10,25.68,0.0,0.84
205,23,20,25.69,0.0,0.84
205,23,30,25.7,0.0,0.85
205,23,40,25.71,0.0,0.85
205,23,50,25.72,0.0,0.86
205,23,60,25.73,0.0,0.86
206,0,10,25.73,0.0,0.86
206,0,20,25.73,0.0,0.86
206,0,30,25.72,0.0,0.86
206,0,40,25.72,0.0,0.86
206,0,50,25.71,0.0,0.86
206,0,65,25.71,0.0,0.85
206,1,10,25.7,0.0,0.85
206,1,20,25.7,0.0,0.85
206,1,30,25.71,0.0,0.85
206,1,40,25.71,0.0,0.85
206,1,50,25.71,0.0,0.86
206,1,60,25.71,0.0,0.86
206,2,10,25.7,0.0,0.85
206,2,20,25.68,0.0,0.84
206,2,30,25.65,0.0,0.83
206,2,40,25.63,0.0,0.81
206,2,50,25.6,0.0,0.8
206,2,60,25.57,0.0,0.78
206,3,10,25.55,0.0,0.78
206,3,20,25.54,0.0,0.77
206,3,30,25.54,0.0,0.77
206,3,40,25.53,0.0,0.77
206,3,50,25.53,0.0,0.76
206,3,60,25.52,0.0,0.76
206,4,10,25.52,0.0,0.76
206,4,20,25.52,0.0,0.76
206,4,30,25.51,0.0,0.75
206,4,40,25.49,0.0,0.75
206,4,50,25.48,0.0,0.74
206,4,60,25.46,0.0,0.73
206,5,15,24.11,4047937.77,0.05
206,5,20,24.0,3397494.25,0.0
206,5,30,24.0,3128436.5,-0.0
206,5,40,24.0,2960810.92,-0.0
206,5,50,24.0,2836873.82,-0.0
206,5,60,24.0,2741812.6,-0.0
206,6,10,24.0,2671288.73,-0.0
206,6,20,24.0,2651234.12,-0.0
206,6,30,24.0,2630619.54,-0.0
206,6,40,24.0,2617870.94,-0.0
206,6,50,24.0,2609896.62,-0.0
206,6,60,24.0,2607778.0,-0.0
206,7,15,24.0,3251975.37,-0.0
206,7,25,24.0,3348451.92,-0.0
206,7,35,24.0,3404927.18,-0.0
206,7,45,24.0,3460548.64,-0.0
206,7,53,24.0,3517064.5,-0.0
206,7,63,24.0,3571219.3,-0.0
206,8,12,24.0,3643996.72,-0.0
206,8,23,24.0,3721872.71,-0.0
206,8,32,24.0,3796483.6,-0.0
206,8,42,24.0,3853540.92,-0.0
206,8,53,24.0,3909199.32,-0.0
206,8,63,24.0,3964130.16,-0.0
206,9,15,24.0,3943392.71,-0.0
206,9,20,24.0,3924190.02,-0.0
206,9,30,24.0,3903609.55,-0.0
206,9,40,24.0,3884863.31,-0.0
206,9,50,24.0,3865962.78,-0.0
206,9,60,24.0,3845635.84,-0.0
206,10,10,24.0,3870992.32,-0.0
206,10,20,24.0,3897448.07,-0.0
206,10,30,24.0,3923665.26,-0.0
206,10,40,24.0,3950314.72,-0.0
206,10,55,24.0,3976600.08,-0.0
206,10,65,24.0,4008308.61,-0.0
206,11,15,24.0,3874080.71,-0.0
206,11,25,24.0,3910307.19,-0.0
206,11,35,24.0,3951571.93,-0.0
206,11,45,24.0,3993513.46,-0.0
206,11,53,24.0,4039419.69,-0.0
206,11,63,24.0,4089599.55,-0.0
206,12,12,24.0,4318413.37,-0.0
206,12,23,24.0,4377295.75,-0.0
206,12,32,24.0,4433443.49,-0.0
206,12,42,24.0,4484490.51,-0.0
206,12,53,24.0,4534944.91,-0.0
206,12,62,24.0,4584422.76,-0.0
206,13,12,24.0,4630759.35,-0.0
206,13,23,24.0,4675976.43,-0.0
206,13,32,24.0,4722611.44,-0.0
206,13,43,24.0,4762484.23,-0.0
206,13,55,24.0,4800435.1,-0.0
206,13,60,24.0,4835755.71,-0.0
206,14,10,24.0,4802392.59,-0.0
206,14,20,24.0,4764109.91,-0.0
206,14,35,24.0,4720720.6,-0.0
206,14,45,24.0,4692681.11,-0.0
206,14,50,24.0,4670803.91,-0.0
206,14,60,24.0,4647369.98,-0.0
206,15,10,24.0,4652115.35,-0.0
206,15,20,24.0,4655077.21,-0.0
206,15,30,24.0,4656179.76,-0.0
206,15,40,24.0,4650534.47,-0.0
206,15,55,24.0,4640846.53,-0.0
206,15,65,24.0,4633402.11,-0.0
206,16,13,24.0,4084330.24,-0.0
206,16,23,24.0,3987869.2,-0.0
206,16,33,24.0,3920558.69,-0.0
206,16,43,24.0,3858772.57,-0.0
206,16,53,24.0,3801604.98,-0.0
206,16,63,24.0,3746354.43,-0.0
206,17,13,24.0,3522492.35,-0.0
206,17,23,24.0,3441034.11,-0.0
206,17,33,24.0,3372928.28,-0.0
206,17,43,24.0,3301393.8,-0.0
206,17,53,24.0,3224738.5,-0.0
206,17,63,24.0,3149688.09,-0.0
206,18,13,24.0,3084430.57,-0.0
206,18,23,24.0,3011403.68,-0.0
206,18,33,24.0,2943863.54,-0.0
206,18,43,24.0,2884655.86,-0.0
206,18,53,24.0,2826286.57,-0.0
206,18,63,24.0,2767517.06,-0.0
206,19,13,24.0,2695703.06,-0.0
206,19,23,24.0,2642079.67,-0.0
206,19,33,24.0,2606860.21,-0.0
206,19,43,24.0,2579082.15,-0.0
206,19,55,24.0,2554794.11,-0.0
206,19,65,24.0,2533860.61,-0.0
206,20,15,24.0,2509914.36,-0.0
206,20,25,24.0,2485755.25,-0.0
206,20,35,24.0,2462869.28,-0.0
206,20,45,24.0,2440354.73,-0.0
206,20,55,24.0,2418158.73,-0.0
206,20,65,24.0,2396230.41,-0.0
206,21,13,24.4,0.0,0.2
206,21,25,24.76,0.0,0.38
206,21,30,24.94,0.0,0.47
206,21,40,25.01,0.0,0.5
206,21,50,25.05,0.0,0.52
206,21,60,25.07,0.0,0.54
206,22,10,25.07,0.0,0.54
206,22,20,25.07,0.0,0.54
206,22,30,25.07,0.0,0.53
206,22,40,25.06,0.0,0.53
206,22,50,25.05,0.0,0.53
206,22,60,25.04,0.0,0.52
206,23,10,25.02,0.0,0.51
206,23,20,25.0,0.0,0.5
206,23,30,24.99,0.0,0.5
206,23,40,24.98,0.0,0.49
206,23,50,24.97,0.0,0.49
206,23,60,24.96,0.0,0.48
207,0,10,24.96,0.0,0.48
207,0,20,24.95,0.0,0.48
207,0,30,24.95,0.0,0.47
207,0,40,24.95,0.0,0.47
207,0,50,24.94,0.0,0.47
207,0,60,24.94,0.0,0.47
207,1,10,24.93,0.0,0.47
207,1,20,24.92,0.0,0.46
207,1,30,24.91,0.0,0.45
207,1,40,24.9,0.0,0.45
207,1,50,24.88,0.0,0.44
207,1,60,24.87,0.0,0.43
207,2,10,24.85,0.0,0.42
207,2,20,24.82,0.0,0.41
207,2,30,24.8,0.0,0.4
207,2,40,24.78,0.0,0.39
207,2,50,24.75,0.0,0.38
207,2,60,24.73,0.0,0.37
207,3,10,24.72,0.0,0.36
207,3,20,24.71,0.0,0.36
207,3,30,24.71,0.0,0.36
207,3,40,24.71,0.0,0.36
207,3,50,24.71,0.0,0.35
207,3,60,24.71,0.0,0.35
207,4,10,24.72,0.0,0.36
207,4,20,24.72,0.0,0.36
207,4,30,24.72,0.0,0.36
207,4,40,24.72,0.0,0.36
207,4,50,24.71,0.0,0.36
207,4,60,24.71,0.0,0.36
207,5,13,24.02,2769315.33,0.01
207,5,25,24.0,2522698.34,0.0
207,5,35,24.0,2480250.18,0.0
207,5,45,24.0,2454568.67,-0.0
207,5,53,24.0,2434014.64,-0.0
207,5,63,24.0,2422947.28,-0.0
207,6,13,24.0,2359595.5,-0.0
207,6,23,24.0,2401627.02,-0.0
207,6,33,24.0,2438981.22,-0.0
207,6,43,24.0,2467461.98,-0.0
207,6,53,24.0,2486856.25,-0.0
207,6,63,24.0,2510156.61,-0.0
207,7,13,24.0,3105656.03,-0.0
207,7,23,24.0,3176554.75,-0.0
207,7,35,24.0,3207635.8,-0.0
207,7,45,24.0,3249356.82,-0.0
207,7,53,24.0,3286049.49,-0.0
207,7,63,24.0,3325503.49,-0.0
207,8,13,24.0,3371012.06,-0.0
207,8,23,24.0,3419462.22,-0.0
207,8,32,24.0,3463735.44,-0.0
207,8,42,24.0,3503006.15,-0.0
207,8,52,24.0,3543932.03,-0.0
207,8,62,24.0,3578889.31,-0.0
207,9,12,24.0,3623143.34,-0.0
207,9,22,24.0,3667269.09,-0.0
207,9,32,24.0,3710366.0,-0.0
207,9,42,24.0,3746865.17,-0.0
207,9,52,24.0,3781438.91,-0.0
207,9,62,24.0,3815310.4,-0.0
207,10,12,24.0,3827022.41,-0.0
207,10,23,24.0,3839779.18,-0.0
207,10,33,24.0,3851455.29,-0.0
207,10,45,24.0,3860124.47,-0.0
207,10,55,24.0,3867841.71,-0.0
207,10,65,24.0,3877913.91,-0.0
207,11,10,24.0,3719585.89,-0.0
207,11,20,24.0,3721873.38,-0.0
207,11,30,24.0,3731870.64,-0.0
207,11,40,24.0,3743485.94,-0.0
207,11,55,24.0,3759003.53,-0.0
207,11,65,24.0,3776665.01,-0.0
207,12,13,24.0,3972147.13,-0.0
207,12,23,24.0,4002761.57,-0.0
207,12,33,24.0,4027265.23,-0.0
207,12,43,24.0,4045510.38,-0.0
207,12,55,24.0,4062392.21,-0.0
207,12,60,24.0,4077696.2,-0.0
207,13,10,24.0,4079374.4,-0.0
207,13,20,24.0,4080959.02,-0.0
207,13,30,24.0,4083970.88,-0.0
207,13,40,24.0,4086517.66,-0.0
207,13,50,24.0,4088978.94,-0.0
207,13,60,24.0,4091391.89,-0.0
207,14,15,24.0,4066260.89,-0.0
207,14,25,24.0,4043093.23,-0.0
207,14,35,24.0,4019024.66,-0.0
207,14,45,24.0,3989253.67,-0.0
207,14,55,24.0,3957424.23,-0.0
207,14,63,24.0,3924300.72,-0.0
207,15,13,24.0,3921474.79,-0.0
207,15,23,24.0,3923816.51,-0.0
207,15,33,24.0,3923462.27,-0.0
207,15,43,24.0,3924412.46,-0.0
207,15,53,24.0,3925639.02,-0.0
207,15,63,24.0,3926606.0,-0.0
207,16,13,24.0,3453524.58,-0.0
207,16,23,24.0,3378660.3,-0.0
207,16,33,24.0,3327420.35,-0.0
207,16,43,24.0,3300481.41,-0.0
207,16,53,24.0,3278881.09,-0.0
207,16,63,24.0,3261115.48,-0.0
207,17,13,24.0,3101072.42,-0.0
207,17,23,24.0,3076235.64,-0.0
207,17,33,24.0,3059410.34,-0.0
207,17,43,24.0,3032979.26,-0.0
207,17,53,24.0,3004570.89,-0.0
207,17,63,24.0,2973199.34,-0.0
207,18,13,24.0,2928373.68,-0.0
207,18,23,24.0,2875026.83,-0.0
207,18,33,24.0,2825968.65,-0.0
207,18,43,24.0,2782779.41,-0.0
207,18,53,24.0,2738675.43,-0.0
207,18,63,24.0,2693332.69,-0.0
207,19,13,24.0,2618645.61,-0.0
207,19,23,24.0,2557690.1,-0.0
207,19,33,24.0,2517119.23,-0.0
207,19,43,24.0,2484648.71,0.0
207,19,53,24.0,2456518.19,0.0
207,19,63,24.0,2431522.54,0.0
207,20,15,24.0,2419535.66,0.0
207,20,25,24.0,2408888.08,0.0
207,20,35,24.0,2399093.58,0.0
207,20,45,24.0,2389640.96,0.0
207,20,55,24.0,2380371.05,-0.0
207,20,65,24.0,2371125.25,-0.0
207,21,13,24.39,0.0,0.2
207,21,25,24.74,0.0,0.37
207,21,30,24.92,0.0,0.46
207,21,40,24.99,0.0,0.49
207,21,50,25.03,0.0,0.51
207,21,60,25.05,0.0,0.53
207,22,15,25.05,0.0,0.53
207,22,25,25.04,0.0,0.52
207,22,35,25.03,0.0,0.52
207,22,45,25.02,0.0,0.51
207,22,55,25.0,0.0,0.5
207,22,65,24.99,0.0,0.49
207,23,15,24.96,0.0,0.48
207,23,25,24.95,0.0,0.47
207,23,35,24.94,0.0,0.47
207,23,45,24.94,0.0,0.47
207,23,50,24.94,0.0,0.47
207,23,60,24.94,0.0,0.47
208,0,10,24.94,0.0,0.47
208,0,20,24.93,0.0,0.47
208,0,30,24.93,0.0,0.47
208,0,40,24.93,0.0,0.47
208,0,50,24.93,0.0,0.47
208,0,60,24.93,0.0,0.46
208,1,10,24.91,0.0,0.46
208,1,20,24.89,0.0,0.44
208,1,30,24.86,0.0,0.43
208,1,40,24.83,0.0,0.42
208,1,50,24.8,0.0,0.4
208,1,60,24.77,0.0,0.38
208,2,10,24.75,0.0,0.37
208,2,20,24.74,0.0,0.37
208,2,30,24.73,0.0,0.36
208,2,40,24.72,0.0,0.36
208,2,50,24.71,0.0,0.35
208,2,60,24.7,0.0,0.35
208,3,10,24.7,0.0,0.35
208,3,20,24.7,0.0,0.35
208,3,30,24.7,0.0,0.35
208,3,40,24.7,0.0,0.35
208,3,50,24.7,0.0,0.35
208,3,60,24.7,0.0,0.35
208,4,10,24.69,0.0,0.35
208,4,20,24.68,0.0,0.34
208,4,30,24.66,0.0,0.33
208,4,40,24.63,0.0,0.31
208,4,50,24.6,0.0,0.3
208,4,60,24.58,0.0,0.29
208,5,13,24.02,2632961.25,0.01
208,5,25,24.0,2416972.29,0.0
208,5,35,24.0,2388309.25,0.0
208,5,43,24.0,2377999.35,-0.0
208,5,53,24.0,2380663.6,-0.0
208,5,63,24.0,2386895.16,-0.0
208,6,13,24.0,2354100.83,-0.0
208,6,23,24.0,2429852.61,-0.0
208,6,33,24.0,2498652.95,-0.0
208,6,43,24.0,2561806.04,-0.0
208,6,52,24.0,2623755.92,-0.0
208,6,62,24.0,2687361.03,-0.0
208,7,12,24.0,3355743.98,-0.0
208,7,22,24.0,3480239.62,-0.0
208,7,32,24.0,3564313.95,-0.0
208,7,42,24.0,3637709.65,-0.0
208,7,52,24.0,3703198.71,-0.0
208,7,62,24.0,3762743.95,-0.0
208,8,12,24.0,3794756.95,-0.0
208,8,22,24.0,3823239.07,-0.0
208,8,32,24.0,3848699.14,-0.0
208,8,42,24.0,3869741.26,-0.0
208,8,53,24.0,3888770.35,-0.0
208,8,62,24.0,3902719.21,-0.0
208,9,12,24.0,3929456.93,-0.0
208,9,23,24.0,3958685.96,-0.0
208,9,32,24.0,3987196.87,-0.0
208,9,42,24.0,4014472.68,-0.0
208,9,53,24.0,4041083.44,-0.0
208,9,63,24.0,4067640.18,-0.0
208,10,13,24.0,4070822.31,-0.0
208,10,23,24.0,4073809.1,-0.0
208,10,33,24.0,4075279.72,-0.0
208,10,43,24.0,4075088.84,-0.0
208,10,53,24.0,4074452.81,-0.0
208,10,63,24.0,4076867.43,-0.0
208,11,13,24.0,3930940.31,-0.0
208,11,23,24.0,3946933.7,-0.0
208,11,33,24.0,3968728.27,-0.0
208,11,45,24.0,3994074.11,-0.0
208,11,55,24.0,4021124.64,-0.0
208,11,65,24.0,4050165.92,-0.0
208,12,15,24.0,4234846.93,-0.0
208,12,25,24.0,4259068.2,-0.0
208,12,30,24.0,4277912.89,-0.0
208,12,40,24.0,4292247.07,-0.0
208,12,50,24.0,4303840.45,-0.0
208,12,60,24.0,4312881.41,-0.0
208,13,10,24.0,4333087.5,-0.0
208,13,20,24.0,4354821.16,-0.0
208,13,35,24.0,4377910.56,-0.0
208,13,45,24.0,4401809.0,-0.0
208,13,55,24.0,4425420.64,-0.0
208,13,65,24.0,4449035.34,-0.0
208,14,15,24.0,4477294.18,-0.0
208,14,25,24.0,4505950.21,-0.0
208,14,35,24.0,4535048.69,-0.0
208,14,45,24.0,4563698.44,-0.0
208,14,55,24.0,4592362.89,-0.0
208,14,65,24.0,4623047.19,-0.0
208,15,15,24.0,4635692.87,-0.0
208,15,25,24.0,4650235.75,-0.0
208,15,35,24.0,4664122.71,-0.0
208,15,45,24.0,4677458.94,-0.0
208,15,53,24.0,4690506.28,-0.0
208,15,63,24.0,4702510.35,-0.0
208,16,13,24.0,4181336.92,-0.0
208,16,23,24.0,4098435.47,-0.0
208,16,33,24.0,4043741.67,-0.0
208,16,43,24.0,3995915.86,-0.0
208,16,53,24.0,3953020.67,-0.0
208,16,63,24.0,3912812.17,-0.0
208,17,13,24.0,3727022.52,-0.0
208,17,23,24.0,3674708.98,-0.0
208,17,33,24.0,3634735.0,-0.0
208,17,43,24.0,3590350.85,-0.0
208,17,53,24.0,3545534.49,-0.0
208,17,63,24.0,3490547.97,-0.0
208,18,13,24.0,3453283.83,-0.0
208,18,23,24.0,3415296.29,-0.0
208,18,33,24.0,3370443.79,-0.0
208,18,43,24.0,3341512.11,-0.0
208,18,53,24.0,3316088.95,-0.0
208,18,63,24.0,3292050.69,-0.0
208,19,13,24.0,3210081.16,-0.0
208,19,23,24.0,3147162.95,-0.0
208,19,33,24.0,3099958.3,-0.0
208,19,43,24.0,3058361.61,-0.0
208,19,55,24.0,3018590.17,-0.0
208,19,65,24.0,2981796.57,-0.0
208,20,15,24.0,2970452.11,-0.0
208,20,25,24.0,2959611.16,-0.0
208,20,35,24.0,2950500.61,-0.0
208,20,40,24.0,2941642.04,-0.0
208,20,50,24.0,2933565.04,-0.0
208,20,60,24.0,2925892.2,-0.0
208,21,12,24.52,0.0,0.26
208,21,25,25.06,0.0,0.53
208,21,30,25.3,0.0,0.65
208,21,40,25.38,0.0,0.69
208,21,50,25.43,0.0,0.71
208,21,60,25.46,0.0,0.73
208,22,10,25.48,0.0,0.74
208,22,20,25.5,0.0,0.75
208,22,30,25.51,0.0,0.76
208,22,40,25.53,0.0,0.76
208,22,50,25.54,0.0,0.77
208,22,60,25.55,0.0,0.78
208,23,10,25.48,0.0,0.74
208,23,20,25.44,0.0,0.72
208,23,30,25.43,0.0,0.71
208,23,40,25.42,0.0,0.71
208,23,50,25.41,0.0,0.71
208,23,60,25.4,0.0,0.7
209,0,10,25.36,0.0,0.68
209,0,25,25.31,0.0,0.65
209,0,35,25.23,0.0,0.62
209,0,45,25.15,0.0,0.58
209,0,55,25.06,0.0,0.53
209,0,65,24.96,0.0,0.48
209,1,15,24.9,0.0,0.45
209,1,25,24.87,0.0,0.44
